productid,attribute_name,attributevalue
12437380,Category,29
12437380,Season,5
12437416,Category,29
12437416,Season,5
12437418,Category,29
12437418,Season,5
12437420,Category,29
12437420,Season,5
12437422,Category,29
12437422,Season,5
12437426,Category,29
12437426,Season,5
12437428,Category,29
12437428,Season,5
12437434,Category,29
12437434,Season,5
12437440,Category,29
12437440,Season,5
12437446,Category,29
12437446,Season,5
12437468,Category,29
12437468,Season,5
12437472,Category,29
12437472,Season,5
12437474,Category,29
12437474,Season,5
12437484,Category,29
12437484,Season,5
12437492,Category,29
12437492,Season,5
12437500,Category,29
12437500,Season,5
12437502,Category,29
12437502,Season,5
12436412,Category,29
12436412,Season,5
12437324,Category,29
12437324,Season,5
12437326,Category,29
12437326,Season,5
12437344,Category,29
12437344,Season,5
12437346,Category,29
12437346,Season,5
12437348,Category,29
12437348,Season,5
12454400,Category,29
12454400,Season,5
12454404,Category,29
12454404,Season,5
12436414,Fabric,2
12436414,Color,38
12436416,Fabric,2
12436416,Color,31
12436418,Fabric,2
12436418,Color,32
12436420,Fabric,2
12436420,Color,20
12436450,Fabric,2
12436450,Color,45
12436464,Fabric,66
12436464,Color,31
12436466,Fabric,66
12436466,Color,38
12436468,Fabric,66
12436468,Color,17
12436494,Fabric,66
12436494,Color,32
12436496,Fabric,66
12436496,Color,17
12436498,Fabric,66
12436498,Color,20
12436542,Fabric,66
12436542,Color,38
12436546,Fabric,66
12436546,Color,45
12436564,Fabric,66
12436564,Color,17
12436566,Fabric,66
12436566,Color,18
12436572,Fabric,66
12436572,Color,28
12436574,Fabric,2
12436574,Color,20
12436586,Fabric,2
12436586,Color,20
12436698,Fabric,2
12436698,Color,28
12436752,Fabric,2
12436752,Color,31
12436754,Fabric,2
12436754,Color,18
12436886,Fabric,2
12436886,Color,32
12436888,Fabric,2
12436888,Color,20
12436976,Fabric,2
12436976,Color,31
12436988,Fabric,68
12436988,Color,71
12436994,Fabric,68
12436994,Color,20
12436996,Fabric,68
12436996,Color,71
12437002,Fabric,68
12437002,Color,71
12437028,Fabric,10
12437028,Color,18
12437030,Fabric,10
12437030,Color,32
12437032,Fabric,10
12437032,Color,20
12437050,Fabric,10
12437050,Color,18
12437052,Fabric,10
12437052,Color,32
12437054,Fabric,10
12437054,Color,20
12437128,Fabric,10
12437128,Color,17
12437138,Fabric,55
12437138,Color,17
12437148,Fabric,55
12437148,Color,17
12437158,Fabric,10
12437158,Color,20
12437160,Fabric,10
12437160,Color,18
12437164,Fabric,10
12437164,Color,31
12437176,Fabric,10
12437176,Color,31
12437180,Fabric,10
12437180,Color,32
12437182,Fabric,55
12437182,Color,17
12437184,Fabric,58
12437184,Color,57
12437186,Fabric,58
12437186,Color,31
12437188,Fabric,58
12437188,Color,20
12437194,Fabric,58
12437194,Color,76
12437196,Fabric,58
12437196,Color,22
12437200,Fabric,55
12437200,Color,17
12437202,Fabric,58
12437202,Color,38
12437204,Fabric,58
12437204,Color,32
12437210,Fabric,58
12437210,Color,17
12437212,Fabric,58
12437212,Color,71
12437214,Fabric,58
12437214,Color,28
12437216,Fabric,58
12437216,Color,40
12437218,Fabric,58
12437218,Color,18
12437220,Fabric,58
12437220,Color,17
12437222,Fabric,58
12437222,Color,20
12437224,Fabric,58
12437224,Color,38
12437228,Fabric,58
12437228,Color,18
12437230,Fabric,58
12437230,Color,17
12437232,Fabric,58
12437232,Color,57
12437234,Fabric,58
12437234,Color,38
12437236,Fabric,58
12437236,Color,20
12437238,Fabric,58
12437238,Color,32
12437260,Fabric,2
12437260,Color,38
12437262,Fabric,2
12437262,Color,32
12437264,Fabric,2
12437264,Color,20
12437266,Fabric,2
12437266,Color,18
12437270,Fabric,2
12437270,Color,115
12437272,Fabric,2
12437272,Color,35
12437274,Fabric,2
12437274,Color,59
12437276,Fabric,2
12437276,Color,17
12437280,Fabric,2
12437280,Color,38
12437282,Fabric,2
12437282,Color,32
12437292,Fabric,66
12437292,Color,38
12437300,Fabric,2
12437300,Color,17
12437302,Fabric,2
12437302,Color,103
12437304,Fabric,2
12437304,Color,38
12437306,Fabric,2
12437306,Color,32
12437308,Fabric,2
12437308,Color,18
12437310,Fabric,2
12437310,Color,32
12437312,Fabric,2
12437312,Color,38
12437314,Fabric,2
12437314,Color,20
12437316,Fabric,2
12437316,Color,38
12437318,Fabric,2
12437318,Color,32
12437320,Fabric,2
12437320,Color,17
12437322,Fabric,2
12437322,Color,87
12437336,Fabric,2
12437336,Color,17
12437338,Fabric,2
12437338,Color,38
12437340,Fabric,2
12437340,Color,18
12437342,Fabric,2
12437342,Color,20
12437350,Fabric,2
12437350,Color,18
12437352,Fabric,2
12437352,Color,38
12437354,Fabric,2
12437354,Color,32
12437356,Fabric,2
12437356,Color,17
12437376,Fabric,2
12437376,Color,20
12437378,Fabric,2
12437378,Color,63
12437380,Fabric,2
12437380,Color,32
12437416,Fabric,10
12437416,Color,20
12437418,Fabric,10
12437418,Color,18
12437420,Fabric,10
12437420,Color,38
12437422,Fabric,10
12437422,Color,28
12437426,Fabric,10
12437426,Color,17
12437428,Fabric,10
12437428,Color,38
12437434,Fabric,2
12437434,Color,71
12437440,Fabric,2
12437440,Color,40
12437446,Fabric,2
12437446,Color,20
12437468,Fabric,128
12437468,Color,43
12437472,Fabric,128
12437472,Color,43
12437474,Fabric,128
12437474,Color,43
12437484,Fabric,66
12437484,Color,63
12437492,Fabric,66
12437492,Color,87
12437500,Fabric,66
12437500,Color,38
12437502,Fabric,66
12437502,Color,57
12436412,Fabric,128
12436412,Color,20
12437324,Fabric,2
12437324,Color,32
12437326,Fabric,2
12437326,Color,17
12437344,Fabric,2
12437344,Color,20
12437346,Fabric,2
12437346,Color,32
12437348,Fabric,2
12437348,Color,18
12454400,Fabric,66
12454400,Color,18
12454404,Fabric,66
12454404,Color,35
12436456,Fabric,66
12436456,Color,31
12436458,Fabric,66
12436458,Color,57
12436460,Fabric,66
12436460,Color,38
12436470,Fabric,2
12436470,Color,31
12436648,Fabric,66
12436648,Color,38
12436738,Fabric,66
12436738,Color,57
12436742,Fabric,66
12436742,Color,17
12436774,Fabric,2
12436774,Color,31
12436776,Fabric,2
12436776,Color,20
12436780,Fabric,2
12436780,Color,32
12436786,Fabric,2
12436790,Fabric,2
12436790,Color,31
12436848,Fabric,2
12436848,Color,17
12437034,Fabric,2
12437034,Color,20
12437044,Fabric,2
12437044,Color,31
12437048,Fabric,2
12437048,Color,38
12437058,Fabric,2
12437058,Color,59
12437060,Fabric,2
12437060,Color,20
12437062,Fabric,2
12437062,Color,18
12437088,Fabric,2
12437088,Color,43
12437090,Fabric,2
12437090,Color,43
12437092,Fabric,2
12437092,Color,43
12437166,Fabric,10
12437166,Color,20
12437168,Fabric,10
12437168,Color,31
12437170,Fabric,10
12437170,Color,38
12437172,Fabric,10
12437172,Color,17
12437284,Fabric,2
12437284,Color,17
12437288,Fabric,2
12437288,Color,20
12437290,Fabric,2
12437290,Color,38
12437406,Fabric,2
12437406,Color,20
12437408,Fabric,2
12437408,Color,31
12360398,Fabric,58
12436786,Color,222
12407636,Color,31
12360380,Color,25
11146082,Season,56
11146084,Season,56
11146754,Season,56
11460766,Season,5
11603804,Season,6
11658968,Season,6
11658970,Season,6
11659036,Season,5
11659200,Season,5
11659204,Season,5
11659206,Season,5
11659208,Season,5
11659210,Season,5
11659216,Season,5
11659218,Season,5
11659224,Season,5
11659232,Season,5
11659234,Season,5
11659236,Season,5
11659238,Season,5
11659240,Season,5
11659242,Season,5
11659244,Season,5
11659246,Season,5
11659248,Season,5
11659250,Season,5
11659252,Season,5
11659424,Season,5
11659490,Season,5
11659884,Season,5
11659886,Season,5
11659914,Season,5
11659918,Season,5
11659922,Season,5
11659934,Season,5
11659958,Season,5
11659988,Season,5
11659990,Season,5
11659992,Season,5
11659996,Season,5
11659998,Season,5
11660000,Season,5
11660002,Season,5
11660004,Season,5
11660006,Season,5
11660008,Season,5
11714492,Season,6
11714602,Season,5
11714608,Season,5
12407900,Season,6
12407914,Season,6
12407916,Season,6
12528310,Season,5
11149036,Season,56
12407906,Season,6
12407908,Season,6
11659178,Season,5
11659180,Season,5
11659220,Season,5
11659222,Season,5
11149062,Season,56
11149198,Season,56
11141644,Season,56
11659410,Season,5
11659254,Season,5
11659256,Season,5
11659102,Season,5
11659104,Season,5
11659106,Season,5
11659212,Season,5
11150046,Season,56
11150078,Season,56
11150120,Season,56
11660030,Season,5
11150088,Season,56
11150096,Season,56
11150104,Season,56
11660048,Season,5
11149866,Season,56
11660130,Season,5
11660110,Season,5
11237260,Season,56
11660058,Season,5
11660158,Season,5
11660242,Season,5
11660244,Season,5
11660250,Season,5
11149838,Season,56
11714464,Season,6
11149842,Season,56
11660076,Season,5
11660150,Season,5
11660232,Season,5
11660060,Season,5
11660154,Season,5
11660188,Season,5
12530766,Season,5
11148514,Season,56
11148516,Season,56
11659660,Season,5
11659708,Season,5
12407632,Season,6
11147534,Season,56
11659852,Season,5
11659854,Season,5
11659518,Season,5
11659520,Season,5
11659590,Season,6
11659856,Season,5
12407764,Season,6
12407766,Season,6
12407796,Season,6
11148212,Season,56
11148792,Season,56
11659646,Season,6
11659650,Season,5
11659702,Season,6
11659704,Season,5
11659714,Season,5
11659732,Season,5
11659734,Season,5
11659794,Season,5
11659798,Season,5
11659802,Season,5
11659816,Season,6
11659824,Season,5
11659826,Season,5
11659860,Season,5
11659862,Season,5
11714534,Season,5
12407772,Season,6
12407784,Season,6
12407804,Season,6
12407814,Season,6
12407832,Season,6
12407834,Season,6
12477230,Season,5
12477232,Season,5
12477234,Season,5
12477236,Season,5
12477238,Color,43
12477238,Season,5
12407446,Fabric,150
12655600,Category,1
12655600,Fit,0
12655600,Sleeve Length,13
12655600,Fabric,150
12655600,Color,144
12655600,Season,5
12655600,Neckline,4
12657810,Category,1
12657810,Fit,37
12657810,Sleeve Length,23
12657810,Fabric,2
12657810,Color,22
12657810,Season,6
12657334,Category,1
12657334,Fit,0
12657334,Sleeve Length,3
12657334,Fabric,2
12657334,Color,31
12657334,Season,6
12657334,Neckline,8
12657338,Category,1
12657338,Fit,0
12657338,Sleeve Length,3
12657338,Fabric,10
12657338,Color,17
12657338,Season,6
12657338,Neckline,4
12657340,Category,1
12657340,Fit,14
12657340,Sleeve Length,23
12657340,Fabric,10
12657340,Color,31
12657340,Season,6
12657340,Neckline,4
12657356,Category,1
12657356,Sleeve Length,3
12657356,Fabric,16
12657356,Color,35
12657356,Season,6
12657356,Neckline,8
12657360,Category,1
12657360,Fit,0
12657360,Sleeve Length,3
12657360,Fabric,2
12657360,Color,35
12657360,Season,6
12657360,Neckline,4
12657362,Category,1
12657362,Fit,0
12657362,Sleeve Length,3
12657362,Fabric,2
12657362,Color,31
12657362,Season,6
12657362,Neckline,4
12657364,Category,1
12657364,Fit,0
12657364,Sleeve Length,21
12657364,Fabric,16
12657364,Color,35
12657364,Season,6
12657364,Neckline,8
12657366,Category,1
12657366,Fit,0
12657366,Sleeve Length,21
12657366,Fabric,16
12657366,Color,31
12657366,Season,6
12657366,Neckline,8
12657368,Category,1
12657368,Fit,44
12657368,Sleeve Length,23
12657368,Fabric,10
12657368,Color,35
12657368,Season,6
12657368,Neckline,4
12657370,Category,1
12657370,Fit,44
12657370,Sleeve Length,23
12657370,Fabric,10
12657370,Color,31
12657370,Season,6
12657370,Neckline,4
12657374,Category,1
12657374,Fit,0
12657374,Sleeve Length,23
12657374,Fabric,2
12657374,Color,35
12657374,Season,6
12657374,Neckline,4
12657376,Category,1
12657376,Fit,0
12657376,Sleeve Length,23
12657376,Fabric,2
12657376,Color,31
12657376,Season,6
12657376,Neckline,4
12657378,Category,1
12657378,Fit,14
12657378,Sleeve Length,3
12657378,Fabric,2
12657378,Color,35
12657378,Season,6
12657378,Neckline,4
12657380,Category,1
12657380,Fit,24
12657380,Sleeve Length,21
12657380,Fabric,2
12657380,Color,35
12657380,Season,6
12657380,Neckline,8
12657382,Category,1
12657382,Fit,24
12657382,Sleeve Length,21
12657382,Fabric,2
12657382,Color,31
12657382,Season,6
12657382,Neckline,8
12657410,Category,1
12657410,Fit,0
12657410,Sleeve Length,3
12657410,Fabric,2
12657410,Color,18
12657410,Season,6
12657410,Neckline,51
12657416,Category,1
12657416,Fit,0
12657416,Sleeve Length,23
12657416,Fabric,2
12657416,Season,6
12657416,Neckline,8
12657432,Category,1
12657432,Fit,0
12657432,Sleeve Length,3
12657432,Fabric,2
12657432,Color,28
12657432,Season,6
12657432,Neckline,8
12657434,Category,1
12657434,Fit,0
12657434,Sleeve Length,3
12657434,Fabric,2
12657434,Color,38
12657434,Season,6
12657434,Neckline,8
12657436,Category,1
12657436,Fit,0
12657436,Sleeve Length,3
12657436,Fabric,2
12657436,Color,31
12657436,Season,6
12657436,Neckline,8
12657444,Category,1
12657444,Fit,44
12657444,Sleeve Length,23
12657444,Fabric,2
12657444,Color,17
12657444,Season,6
12657444,Neckline,8
12657446,Category,1
12657446,Fit,14
12657446,Sleeve Length,3
12657446,Fabric,2
12657446,Color,38
12657446,Season,6
12657446,Neckline,51
12657474,Category,1
12657474,Fit,0
12657474,Sleeve Length,3
12657474,Fabric,10
12657474,Color,38
12657474,Season,6
12657474,Neckline,8
12657476,Category,1
12657476,Fit,0
12657476,Sleeve Length,3
12657476,Fabric,2
12657476,Color,28
12657476,Season,6
12657476,Neckline,8
12657478,Category,1
12657478,Fit,0
12657478,Sleeve Length,3
12657478,Fabric,10
12657478,Color,40
12657478,Season,6
12657478,Neckline,4
12657482,Category,1
12657482,Fit,0
12657482,Sleeve Length,3
12657482,Fabric,2
12657482,Color,41
12657482,Season,6
12657482,Neckline,26
12657484,Category,1
12657484,Fit,0
12657484,Sleeve Length,3
12657484,Fabric,33
12657484,Color,40
12657484,Season,6
12657484,Neckline,8
12657500,Category,1
12657500,Fit,0
12657500,Sleeve Length,3
12657500,Fabric,2
12657500,Color,17
12657500,Season,6
12657500,Neckline,4
12657510,Category,1
12657510,Fit,14
12657510,Sleeve Length,3
12657510,Fabric,2
12657510,Color,28
12657510,Season,6
12657510,Neckline,8
12657512,Category,1
12657512,Fit,14
12657512,Sleeve Length,3
12657512,Fabric,2
12657512,Color,17
12657512,Season,6
12657512,Neckline,8
12657514,Category,1
12657514,Fit,14
12657514,Sleeve Length,3
12657514,Fabric,2
12657514,Color,31
12657514,Season,6
12657514,Neckline,8
12657534,Category,1
12657534,Fit,0
12657534,Sleeve Length,3
12657534,Fabric,2
12657534,Color,17
12657534,Season,6
12657534,Neckline,4
12657540,Category,1
12657540,Fit,14
12657540,Sleeve Length,21
12657540,Fabric,10
12657540,Color,59
12657540,Season,6
12657540,Neckline,8
12657552,Category,1
12657552,Fit,14
12657552,Sleeve Length,3
12657552,Fabric,2
12657552,Color,22
12657552,Season,6
12657552,Neckline,8
12657554,Category,1
12657554,Fit,14
12657554,Sleeve Length,3
12657554,Fabric,2
12657554,Color,22
12657554,Season,6
12657554,Neckline,8
12657556,Category,1
12657556,Fit,14
12657556,Sleeve Length,3
12657556,Fabric,10
12657556,Color,22
12657556,Season,6
12657556,Neckline,4
12657558,Category,1
12657558,Fit,0
12657558,Sleeve Length,3
12657558,Fabric,2
12657558,Color,22
12657558,Season,6
12657558,Neckline,26
12657560,Category,1
12657560,Fit,14
12657560,Sleeve Length,3
12657560,Fabric,2
12657560,Color,32
12657560,Season,6
12657560,Neckline,4
12657562,Category,1
12657562,Fit,44
12657562,Sleeve Length,3
12657562,Fabric,2
12657562,Color,18
12657562,Season,6
12657562,Neckline,8
12657574,Category,1
12657574,Fit,0
12657574,Sleeve Length,3
12657574,Fabric,2
12657574,Color,20
12657574,Season,6
12657574,Neckline,26
12657576,Category,1
12657576,Fit,0
12657576,Sleeve Length,3
12657576,Fabric,2
12657576,Color,35
12657576,Season,6
12657576,Neckline,26
12657580,Category,1
12657580,Fit,44
12657580,Sleeve Length,3
12657580,Fabric,2
12657580,Color,80
12657580,Season,6
12657580,Neckline,8
12657582,Category,1
12657582,Fit,44
12657582,Sleeve Length,3
12657582,Fabric,2
12657582,Color,22
12657582,Season,6
12657582,Neckline,8
12657584,Category,1
12657584,Fit,0
12657584,Sleeve Length,23
12657584,Fabric,2
12657584,Color,64
12657584,Season,6
12657584,Neckline,4
12657586,Category,1
12657586,Fit,0
12657586,Sleeve Length,23
12657586,Fabric,2
12657586,Color,31
12657586,Season,6
12657586,Neckline,4
12657592,Category,1
12657592,Fit,0
12657592,Sleeve Length,3
12657592,Fabric,2
12657592,Color,18
12657592,Season,6
12657592,Neckline,8
12657594,Category,1
12657594,Fit,0
12657594,Sleeve Length,3
12657594,Fabric,2
12657594,Color,31
12657594,Season,6
12657594,Neckline,8
12657596,Category,1
12657596,Fit,44
12657596,Sleeve Length,3
12657596,Fabric,2
12657596,Color,18
12657596,Season,6
12657596,Neckline,8
12657598,Category,1
12657598,Fit,44
12657598,Sleeve Length,3
12657598,Fabric,2
12657598,Color,32
12657598,Season,6
12657598,Neckline,8
12657602,Category,1
12657602,Fit,44
12657602,Sleeve Length,3
12657602,Fabric,2
12657602,Color,31
12657602,Season,6
12657602,Neckline,8
12657648,Category,1
12657648,Fit,0
12657648,Sleeve Length,3
12657648,Fabric,16
12657648,Color,74
12657648,Season,6
12657648,Neckline,8
12657650,Category,1
12657650,Fit,0
12657650,Sleeve Length,3
12657650,Fabric,16
12657650,Color,17
12657650,Season,6
12657650,Neckline,8
12657652,Category,1
12657652,Fit,0
12657652,Sleeve Length,3
12657652,Fabric,16
12657652,Color,35
12657652,Season,6
12657652,Neckline,8
12657656,Category,1
12657656,Fit,0
12657656,Sleeve Length,3
12657656,Fabric,2
12657656,Color,17
12657656,Season,6
12657656,Neckline,8
12657658,Category,1
12657658,Fit,0
12657658,Sleeve Length,3
12657658,Fabric,2
12657658,Color,31
12657658,Season,6
12657658,Neckline,8
12657712,Category,1
12657712,Fit,0
12657712,Sleeve Length,23
12657712,Fabric,10
12657712,Color,22
12657712,Season,6
12657712,Neckline,4
12657714,Category,1
12657714,Fit,0
12657714,Sleeve Length,3
12657714,Fabric,10
12657714,Color,122
12657714,Season,6
12657714,Neckline,8
12657716,Category,1
12657716,Fit,0
12657716,Sleeve Length,3
12657716,Fabric,2
12657716,Color,22
12657716,Season,6
12657716,Neckline,4
12657718,Category,1
12657718,Fit,0
12657718,Sleeve Length,3
12657718,Fabric,10
12657718,Color,122
12657718,Season,6
12657718,Neckline,8
12657720,Category,1
12657720,Fit,0
12657720,Sleeve Length,21
12657720,Fabric,10
12657720,Color,122
12657720,Season,6
12657720,Neckline,4
12657724,Category,1
12657724,Fit,0
12657724,Sleeve Length,3
12657724,Fabric,10
12657724,Color,25
12657724,Season,6
12657724,Neckline,4
12657726,Category,1
12657726,Fit,0
12657726,Sleeve Length,21
12657726,Fabric,10
12657726,Color,25
12657726,Season,6
12657726,Neckline,4
12657728,Category,1
12657728,Fit,14
12657728,Sleeve Length,21
12657728,Fabric,2
12657728,Color,25
12657728,Season,6
12657728,Neckline,4
12657730,Category,1
12657730,Fit,0
12657730,Sleeve Length,3
12657730,Fabric,2
12657730,Color,25
12657730,Season,6
12657730,Neckline,4
12657732,Category,1
12657732,Fit,0
12657732,Sleeve Length,3
12657732,Fabric,2
12657732,Color,25
12657732,Season,6
12657732,Neckline,8
12657734,Category,1
12657734,Fit,0
12657734,Sleeve Length,3
12657734,Fabric,2
12657734,Color,25
12657734,Season,6
12657734,Neckline,4
12657736,Category,1
12657736,Fit,0
12657736,Sleeve Length,3
12657736,Fabric,2
12657736,Color,25
12657736,Season,6
12657736,Neckline,4
12657738,Category,1
12657738,Fit,37
12657738,Sleeve Length,3
12657738,Fabric,16
12657738,Color,25
12657738,Season,6
12657738,Neckline,4
12657740,Category,1
12657740,Fit,0
12657740,Sleeve Length,23
12657740,Fabric,2
12657740,Color,25
12657740,Season,6
12657740,Neckline,4
12657742,Category,1
12657742,Fit,37
12657742,Sleeve Length,3
12657742,Fabric,10
12657742,Color,25
12657742,Season,6
12657742,Neckline,8
12657744,Category,1
12657744,Fit,36
12657744,Sleeve Length,3
12657744,Fabric,2
12657744,Color,25
12657744,Season,6
12657744,Neckline,8
12657746,Category,1
12657746,Fit,44
12657746,Sleeve Length,3
12657746,Fabric,2
12657746,Color,65
12657746,Season,6
12657746,Neckline,8
12657748,Category,1
12657748,Fit,14
12657748,Sleeve Length,3
12657748,Fabric,2
12657748,Color,25
12657748,Season,6
12657748,Neckline,4
12657750,Category,1
12657750,Fit,24
12657750,Sleeve Length,53
12657750,Fabric,2
12657750,Color,25
12657750,Season,6
12657750,Neckline,4
12657760,Category,1
12657760,Fit,0
12657760,Sleeve Length,48
12657760,Fabric,2
12657760,Color,25
12657760,Season,6
12657760,Neckline,26
12657766,Category,1
12657766,Fit,0
12657766,Sleeve Length,3
12657766,Fabric,2
12657766,Color,41
12657766,Season,6
12657766,Neckline,4
12657768,Category,1
12657768,Fit,14
12657768,Sleeve Length,21
12657768,Fabric,2
12657768,Color,41
12657768,Season,6
12657768,Neckline,4
12657770,Category,1
12657770,Fit,0
12657770,Sleeve Length,53
12657770,Fabric,2
12657770,Color,41
12657770,Season,6
12657770,Neckline,4
12657774,Category,1
12657774,Fit,0
12657774,Sleeve Length,3
12657774,Fabric,2
12657774,Color,41
12657774,Season,6
12657774,Neckline,8
12657778,Category,1
12657778,Fit,0
12657778,Sleeve Length,3
12657778,Fabric,2
12657778,Color,28
12657778,Season,6
12657778,Neckline,8
12657780,Category,1
12657780,Fit,0
12657780,Sleeve Length,21
12657780,Fabric,2
12657780,Color,155
12657780,Season,6
12657780,Neckline,4
12657782,Category,1
12657782,Fit,0
12657782,Sleeve Length,3
12657782,Fabric,16
12657782,Color,41
12657782,Season,6
12657782,Neckline,51
12657786,Category,1
12657786,Fit,0
12657786,Sleeve Length,21
12657786,Fabric,2
12657786,Color,41
12657786,Season,6
12657786,Neckline,4
12657788,Category,1
12657788,Fit,0
12657788,Sleeve Length,3
12657788,Fabric,2
12657788,Color,25
12657788,Season,6
12657788,Neckline,8
12657790,Category,1
12657790,Fit,44
12657790,Sleeve Length,3
12657790,Fabric,16
12657790,Color,41
12657790,Season,6
12657790,Neckline,51
12657800,Category,1
12657800,Fit,0
12657800,Sleeve Length,23
12657800,Fabric,10
12657800,Color,25
12657800,Season,6
12657800,Neckline,4
12657802,Category,1
12657802,Fit,0
12657802,Sleeve Length,3
12657802,Fabric,10
12657802,Color,25
12657802,Season,6
12657802,Neckline,4
12657804,Category,1
12657804,Fit,0
12657804,Sleeve Length,3
12657804,Fabric,2
12657804,Color,41
12657804,Season,6
12657804,Neckline,8
12657806,Category,1
12657806,Fit,0
12657806,Sleeve Length,3
12657806,Fabric,2
12657806,Color,25
12657806,Season,6
12657806,Neckline,8
12658086,Category,1
12658086,Fit,0
12658086,Sleeve Length,3
12658086,Fabric,16
12658086,Color,35
12658086,Season,6
12658086,Neckline,8
12658090,Category,1
12658090,Fit,0
12658090,Sleeve Length,23
12658090,Fabric,16
12658090,Color,106
12658090,Season,6
12658090,Neckline,26
12658092,Category,1
12658092,Fit,0
12658092,Sleeve Length,3
12658092,Fabric,2
12658092,Color,32
12658092,Season,6
12658092,Neckline,4
12658096,Category,1
12658096,Fit,0
12658096,Sleeve Length,21
12658096,Fabric,2
12658096,Color,31
12658096,Season,6
12658096,Neckline,4
12658098,Category,1
12658098,Fit,0
12658098,Sleeve Length,3
12658098,Fabric,2
12658098,Color,31
12658098,Season,6
12658098,Neckline,4
12658100,Category,1
12658100,Fit,14
12658100,Sleeve Length,3
12658100,Fabric,2
12658100,Color,31
12658100,Season,6
12658100,Neckline,4
12658102,Category,1
12658102,Fit,0
12658102,Sleeve Length,21
12658102,Fabric,2
12658102,Color,45
12658102,Season,6
12658102,Neckline,4
12658104,Category,1
12658104,Fit,0
12658104,Sleeve Length,3
12658104,Fabric,2
12658104,Color,45
12658104,Season,6
12658104,Neckline,8
12658106,Category,1
12658106,Fit,24
12658106,Sleeve Length,48
12658106,Fabric,2
12658106,Color,45
12658106,Season,6
12658106,Neckline,8
12658108,Category,1
12658108,Fit,14
12658108,Sleeve Length,3
12658108,Fabric,2
12658108,Color,45
12658108,Season,6
12658108,Neckline,51
12658110,Category,1
12658110,Fit,44
12658110,Sleeve Length,3
12658110,Fabric,2
12658110,Color,31
12658110,Season,6
12658110,Neckline,8
12658118,Category,1
12658118,Fit,14
12658118,Sleeve Length,3
12658118,Fabric,2
12658118,Color,45
12658118,Season,6
12658118,Neckline,8
12658120,Category,1
12658120,Fit,44
12658120,Sleeve Length,3
12658120,Fabric,2
12658120,Color,45
12658120,Season,6
12658120,Neckline,8
12658122,Category,1
12658122,Fit,44
12658122,Sleeve Length,3
12658122,Fabric,2
12658122,Color,31
12658122,Season,6
12658122,Neckline,8
12658124,Category,1
12658124,Fit,0
12658124,Sleeve Length,3
12658124,Fabric,2
12658124,Color,31
12658124,Season,6
12658124,Neckline,8
12658130,Category,1
12658130,Fit,0
12658130,Sleeve Length,53
12658130,Fabric,10
12658130,Color,40
12658130,Season,6
12658130,Neckline,4
12658132,Category,1
12658132,Fit,0
12658132,Sleeve Length,23
12658132,Fabric,10
12658132,Color,22
12658132,Season,6
12658132,Neckline,4
12658134,Category,1
12658134,Fit,24
12658134,Sleeve Length,21
12658134,Fabric,10
12658134,Color,40
12658134,Season,6
12658134,Neckline,8
12658136,Category,1
12658136,Fit,37
12658136,Sleeve Length,3
12658136,Fabric,2
12658136,Color,40
12658136,Season,6
12658136,Neckline,8
12658138,Category,1
12658138,Fit,37
12658138,Sleeve Length,3
12658138,Fabric,2
12658138,Color,35
12658138,Season,6
12658138,Neckline,8
12658144,Category,1
12658144,Fit,0
12658144,Sleeve Length,53
12658144,Fabric,2
12658144,Color,40
12658144,Season,6
12658144,Neckline,4
12658146,Category,1
12658146,Fit,0
12658146,Sleeve Length,23
12658146,Fabric,10
12658146,Color,17
12658146,Season,6
12658146,Neckline,4
12658148,Category,1
12658148,Fit,0
12658148,Sleeve Length,3
12658148,Fabric,2
12658148,Color,40
12658148,Season,6
12658148,Neckline,4
12658150,Category,1
12658150,Fit,0
12658150,Sleeve Length,3
12658150,Fabric,2
12658150,Color,17
12658150,Season,6
12658150,Neckline,4
12658156,Category,1
12658156,Fit,0
12658156,Sleeve Length,3
12658156,Fabric,10
12658156,Color,40
12658156,Season,6
12658156,Neckline,4
12658158,Category,1
12658158,Fit,0
12658158,Sleeve Length,3
12658158,Fabric,10
12658158,Color,35
12658158,Season,6
12658158,Neckline,4
12658160,Category,1
12658160,Fit,0
12658160,Sleeve Length,48
12658160,Fabric,10
12658160,Color,40
12658160,Season,6
12658160,Neckline,8
12658162,Category,1
12658162,Fit,0
12658162,Sleeve Length,48
12658162,Fabric,10
12658162,Color,35
12658162,Season,6
12658162,Neckline,8
12658182,Category,1
12658182,Fit,0
12658182,Sleeve Length,3
12658182,Fabric,10
12658182,Color,18
12658182,Season,6
12658182,Neckline,4
12658184,Category,1
12658184,Fit,0
12658184,Sleeve Length,3
12658184,Fabric,10
12658184,Color,31
12658184,Season,6
12658184,Neckline,4
12658186,Category,1
12658186,Fit,14
12658186,Sleeve Length,3
12658186,Fabric,10
12658186,Color,35
12658186,Season,6
12658186,Neckline,4
12658188,Category,1
12658188,Fit,0
12658188,Sleeve Length,23
12658188,Fabric,10
12658188,Color,20
12658188,Season,6
12658188,Neckline,4
12658190,Category,1
12658190,Fit,0
12658190,Sleeve Length,23
12658190,Fabric,10
12658190,Color,32
12658190,Season,6
12658190,Neckline,8
12658192,Category,1
12658192,Fit,0
12658192,Sleeve Length,3
12658192,Fabric,10
12658192,Color,17
12658192,Season,6
12658192,Neckline,8
12658194,Category,1
12658194,Fit,0
12658194,Sleeve Length,3
