UserId,product_list
13098,"[11407262, 11360776, 12407654, 11659812, 11659616, 12407770, 12658330, 12371376, 11407264, 13039846]"
13106,"[12658616, 12657360, 12658676, 12658618, 11659334, 11659438, 12658620, 11659860, 12396562, 12407370]"
13108,"[13067868, 11659570, 11659602, 12658138, 11659514, 11659216, 11659542, 11659546, 11659576, 11659624]"
13125,"[12988624, 13038702, 12658688, 13038160, 11658950, 12988636, 13038916, 12988634, 12988628, 11659050]"
13126,"[12406870, 12406888, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
13135,"[11660000, 12407024, 11659250, 12407384, 12407398, 12407400, 12407678, 11660008, 12407006, 11360996]"
13154,"[12407224, 12657720, 13038930, 13039840, 11659936, 12371324, 12407154, 12407388, 13038938, 11460854]"
13173,"[13039760, 13039784, 13039826, 13039776, 12371378, 12658330, 12658358, 11659698, 12371374, 12407770]"
13221,"[11659020, 11659022, 11659024, 12657706, 11659026, 12407436, 11659432, 12657774, 12658682, 12658342]"
13229,"[13038980, 13038984, 13038966, 13038974, 13038978, 13039556, 13038968, 12658512, 12407154, 12407730]"
13258,"[11660080, 11660168, 11714462, 12360426, 12407002, 12407028, 12657880, 12657962, 12657974, 12657976]"
13285,"[11659250, 12407042, 12406886, 11659236, 12407390, 12407392, 11659232, 12407408, 12407852, 11659854]"
13304,"[11659764, 11659806, 11659812, 11659886, 12360426, 12407132, 12407638, 12407756, 12657398, 12657400]"
13316,"[11659734, 13038822, 13038826, 13038858, 13039820, 13039910, 11659550, 12658370, 13039922, 11520046]"
13324,"[11360662, 11660244, 12657972, 12658080, 13653662, 13653674, 13653696, 13653672, 11660120, 11714700]"
13325,"[12406996, 12657370, 12657724, 12658572, 12658582, 12658150, 12658620, 11659222, 12360438, 12407398]"
13330,"[13039822, 13039820, 13039502, 13653526, 13039650, 12658674, 12658676, 13039546, 12658034, 13039542]"
13368,"[12407742, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
13372,"[11481080, 12371244, 12407534, 12407728, 12407850, 12657378, 12657534, 12658182, 11659954, 12407314]"
13379,"[11141306, 11407178, 11460614, 11659146, 11659688, 12360426, 12371298, 12407016, 12407400, 12407694]"
13429,"[12407230, 13038868, 13038974, 13039454, 13038852, 13038966, 13038978, 13039452, 13039466, 14121828]"
13437,"[12360372, 12371246, 12407638, 12657500, 11659332, 12407024, 11360860, 11659204, 11659210, 11659236]"
13446,"[12360460, 12407730, 12658344, 12360448, 12360458, 12407794, 12658512, 12407154, 12407730, 12371378]"
13456,"[11658998, 11659034, 11659342, 11714306, 11659626, 11714682, 11659880, 11659942, 11659208, 11659472]"
13457,"[11335962, 11407194, 11460676, 11460904, 11460914, 11481006, 11520042, 11658982, 11659020, 11659186]"
13478,"[11659036, 11659640, 12406926, 12407008, 12657784, 12657872, 12658352, 11659986, 12407462, 12657786]"
13500,"[11245914, 11659570, 11659538, 12360426, 12973004, 11407204, 11237194, 12406904, 12407878, 12658466]"
13528,"[11237174, 12360462, 13038962, 12407818, 12360424, 12407730, 13039496, 13064998, 12407020, 12407870]"
13543,"[12657610, 12657638, 12657634, 12658212, 12657636, 12657640, 12406874, 12657604, 12657606, 12657780]"
13547,"[11659864, 11714680, 11659960, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
13549,"[12657366, 12658398, 12658184, 12657370, 12657376, 11658946, 12658568, 12658512, 12407154, 12407730]"
13555,"[13039682, 11360932, 12407734, 13039524, 13039738, 13039534, 13039748, 13039532, 11237090, 13653552]"
13562,"[12407630, 12407632, 12407702, 13039664, 12360424, 13039546, 12371370, 12658512, 12407154, 12407730]"
13567,"[11659206, 11659210, 12658620, 11658946, 12658130, 12406894, 12407392, 12658512, 12407154, 12407730]"
13568,"[13017334, 13038960, 13038946, 13039840, 11360828, 11360988, 11714426, 12407468, 12407560, 12657610]"
13569,"[11659878, 12407278, 12657340, 12657622, 11659336, 12371364, 11659030, 11659110, 11659340, 11659170]"
13579,"[11659548, 11659644, 12657426, 12658510, 12658556, 11659030, 11659808, 12658564, 11659566, 12658554]"
13591,"[12360452, 12407520, 12407804, 12657648, 12657706, 12658136, 12658150, 12658190, 12658224, 12658228]"
13617,"[11659576, 12658304, 11659546, 11659586, 11714680, 12406996, 12657594, 12658220, 12658368, 11659052]"
13626,"[12407708, 11659604, 12407770, 12371378, 12407790, 12407792, 11360860, 12360450, 12371254, 12407742]"
13631,"[11659158, 11659206, 12407624, 12657648, 12371386, 12658330, 11361046, 12658462, 12658144, 12658156]"
13639,"[11659766, 12658386, 12658420, 12658360, 11659606, 11659538, 12658096, 12407644, 12658512, 12407154]"
13650,"[11360728, 11407382, 11460964, 11480974, 11480976, 11659524, 11659566, 11659622, 11659630, 11659646]"
13656,"[11659620, 12360436, 12406882, 12988644, 12988650, 11659346, 11659336, 11714422, 11659340, 11714594]"
13657,"[11659072, 11659086, 11659138, 11659156, 12658156, 12658676, 12696926, 11659140, 11659364, 12371308]"
13665,"[12360432, 12322662, 12360418, 12407650, 12407676, 11659824, 12407834, 12322658, 12658490, 12360428]"
13734,"[12407690, 13038978, 13039024, 13039042, 12658440, 13038968, 13039022, 13039032, 11407356, 12406904]"
13754,"[11659576, 12407008, 12407102, 12658034, 12371300, 12407798, 11660118, 13653702, 11659934, 12406972]"
13755,"[11407400, 11659836, 12407020, 12407734, 12658230, 13039024, 13039840, 12406972, 12658228, 12658440]"
13759,"[13038946, 13038974, 13038942, 13038954, 13038978, 13039840, 13039078, 11603772, 11714418, 13038944]"
13774,"[11658984, 11659342, 11659586, 11660226, 12406964, 12407178, 12658204, 11659148, 11659332, 11659334]"
13812,"[12407818, 13039618, 12407504, 12407508, 13039558, 13039822, 13039846, 12658512, 12407154, 12407730]"
13823,"[12658360, 11659526, 12658348, 12658252, 12658316, 12658332, 12658380, 12658512, 12407154, 12407730]"
13842,"[11659914, 12360454, 12371378, 11659238, 12360428, 12407154, 12658244, 11659818, 12322660, 12360398]"
13847,"[11360770, 12657756, 12696914, 11659538, 12658238, 11659112, 11659164, 11659950, 11659106, 11659102]"
13849,"[12407006, 12407342, 12407656, 12407772, 12658482, 12658492, 11360728, 12360426, 12407648, 12658222]"
13853,"[11659576, 11659586, 11659668, 12407650, 12407834, 12658328, 12658340, 12658398, 11659570, 11659804]"
13855,"[11659958, 12407514, 11659216, 11659770, 11659852, 12657434, 12657658, 12658574, 11148902, 12407852]"
13871,"[12657716, 12658634, 13038824, 12658502, 13038832, 11659024, 13038826, 12407864, 12657722, 13038816]"
13876,"[12406882, 11659764, 12657748, 12407776, 12406880, 11714676, 12407398, 11659216, 12406898, 12658512]"
13881,"[11603772, 12407154, 12658326, 11603770, 11659146, 12407398, 12407400, 12657532, 11360916, 12406930]"
13916,"[11659240, 12360424, 12360462, 12407382, 12658604, 12658684, 13038850, 12371378, 12406970, 12657580]"
13928,"[11714428, 12322648, 12407608, 12407656, 12407728, 12407828, 12658234, 12658240, 12658304, 12658340]"
13939,"[11659556, 12407760, 11659622, 12407648, 11659808, 12322662, 11659628, 12407638, 12407728, 12407770]"
13943,"[11460908, 11659562, 11659774, 11659858, 11659728, 11659840, 11659640, 11460990, 11659626, 11659956]"
13961,"[11460730, 12407154, 12407176, 11360642, 11360672, 12407064, 13653702, 11360674, 12407116, 12658030]"
13974,"[11660140, 11660122, 12657894, 11660078, 11660226, 12658004, 13039540, 13653576, 12657966, 13653674]"
13976,"[11659588, 12360460, 12407678, 11360964, 12360458, 12658222, 11659998, 12658580, 11659564, 12658512]"
13987,"[11351668, 11652758, 12406908, 12407328, 12988624, 13202646, 11141306, 11141320, 11141328, 11141338]"
13988,"[11714670, 11659402, 11659000, 11659938, 12407400, 11659628, 12658480, 11659780, 11659022, 11659194]"
13989,"[11659336, 11659340, 12407386, 12658034, 11658996, 11714318, 11714312, 12407494, 12658512, 12407154]"
13997,"[11659540, 11659566, 11659640, 11659670, 11659780, 12407272, 12407318, 12407754, 12407782, 13038820]"
14006,"[11460900, 12407694, 12371242, 12407752, 11360758, 11407262, 12406972, 12407846, 12407934, 11659710]"
14011,"[11659550, 11659690, 12657598, 12658274, 13039618, 12407658, 12658604, 13039762, 12407690, 12407732]"
14012,"[11603796, 11659236, 11659688, 11660008, 11714428, 11714538, 12360434, 12406894, 12407436, 12657360]"
14025,"[11407264, 11407262, 11407272, 12658426, 11360722, 11460926, 12658512, 12407154, 12407730, 12371378]"
14028,"[11481104, 11660064, 11360644, 11407206, 11460780, 11660134, 11360654, 11660030, 11660138, 12657870]"
14029,"[12099206, 12407710, 12407788, 11659780, 12322654, 12407620, 12322644, 12360426, 12396550, 12407840]"
14038,"[11148888, 12322648, 12407772, 12658312, 12658374, 12658416, 12360438, 12658306, 12658406, 12658414]"
14044,"[12407116, 12658034, 12658044, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
14045,"[11659250, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
14057,"[11659524, 11659624, 11659804, 12371376, 11659542, 11659544, 11659556, 11659606, 11659666, 11659570]"
14063,"[11361054, 13039650, 13039792, 13039820, 13039646, 13039838, 13039842, 13039848, 12407734, 13039524]"
14069,"[11407162, 11659624, 12437324, 12657396, 12990078, 12437418, 12947668, 11659240, 12407402, 12657658]"
14076,"[11407194, 11659764, 12407020, 12407404, 12407408, 12407450, 12657718, 12657790, 12657804, 12407386]"
14081,"[12399312, 12407022, 12407420, 12658112, 12360426, 12407028, 12406952, 12360388, 12658512, 12407154]"
14120,"[12407154, 12657640, 13653558, 11659950, 12657554, 11460710, 11660078, 12371288, 11360680, 11714594]"
14129,"[11360778, 11360728, 13039532, 11360932, 12406890, 12658684, 11460916, 12658512, 12407154, 12407730]"
14130,"[11714428, 12657500, 11659148, 11659332, 11659334, 11659026, 12657374, 12657376, 11659604, 11659978]"
14173,"[11659002, 11659250, 12406904, 11660008, 11659246, 12407388, 12407402, 11659240, 11659234, 12360438]"
14179,"[11659524, 11659526, 12658404, 12658328, 11658994, 12657408, 11659546, 11659552, 11360934, 11659670]"
14192,"[12407726, 13039572, 12371386, 13039774, 11659840, 12407730, 13039504, 13039744, 12407800, 12360404]"
14198,"[11659688, 12360426, 12658260, 12658320, 12658504, 12658602, 13039518, 13039848, 13064972, 12406972]"
14208,"[12407840, 13039774, 13039688, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
14213,"[11659878, 12406954, 12407614, 12658246, 13039498, 13038990, 13039572, 12658312, 12658438, 11714680]"
14233,"[11659422, 12407500, 11659020, 11659630, 12407400, 11659432, 12407026, 11659934, 11659156, 12407036]"
14236,"[11659232, 11659244, 11659856, 11659918, 11714428, 12360428, 12406894, 12406904, 12406906, 12407006]"
14239,"[11659336, 12407458, 13038852, 12407926, 13038868, 13038866, 13038848, 11659346, 13039568, 12658512]"
14249,"[11714566, 13653640, 12407770, 12407734, 11659580, 12658252, 12658390, 11659560, 11659736, 11659624]"
14285,"[12322648, 12371370, 12407702, 11659644, 12322646, 12407818, 12360424, 12360452, 12407648, 12407796]"
14297,"[12407852, 12406886, 12406958, 12407592, 12407338, 11659998, 12407818, 12658186, 11460676, 12407006]"
14304,"[11659740, 12371386, 12322660, 12658402, 11659884, 11659580, 11659632, 12658512, 12407154, 12407730]"
14311,"[13038982, 13039802, 13039842, 11141346, 12406886, 13039024, 13039554, 14122762, 12657356, 12657692]"
14316,"[12406872, 12657510, 12407314, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
14321,"[12360388, 13039538, 13039540, 12658252, 13039536, 12407696, 12658364, 11714462, 12322668, 12658078]"
14339,"[12658252, 12658316, 12658236, 12360422, 12407656, 12658228, 12658238, 12658266, 12658268, 12658272]"
14354,"[11460968, 11659178, 11659238, 11659542, 11659544, 11659630, 11659688, 11659806, 11659860, 12310302]"
14369,"[13039568, 13039560, 13039534, 13039548, 13039650, 13039652, 12658012, 12658046, 11659838, 12360438]"
14380,"[11407382, 11603772, 11603770, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
14385,"[11659860, 12406874, 12658512, 12407502, 12407780, 11659812, 12371298, 12406892, 11659624, 12407790]"
14389,"[12407802, 13039634, 11481072, 11481074, 12360452, 12360460, 12371374, 12407730, 12657742, 12658562]"
14397,"[13039586, 13039846, 13039630, 13039516, 13039848, 11407152, 12658390, 13039536, 13039656, 13039648]"
14447,"[11658982, 11659090, 11659092, 11659114, 11659216, 11659578, 11659742, 11659826, 12360456, 12371342]"
14448,"[12657684, 12657390, 12658126, 12658582, 12371324, 12322658, 12528310, 12657426, 12406888, 12657402]"
14473,"[11659206, 11659210, 12407392, 12658130, 12360388, 12658512, 12407154, 12407730, 12371378, 11659624]"
14490,"[12371378, 12407728, 12407762, 12407648, 11361056, 12407792, 12658512, 12407154, 12407730, 12371378]"
14495,"[11361056, 11460952, 11407278, 12658246, 13039774, 12407728, 12407792, 13039818, 11361060, 12658512]"
14521,"[11659608, 11659652, 11714574, 12407772, 12657364, 12657720, 12657804, 11659562, 11659654, 12657658]"
14563,"[12657334, 12658192, 12658282, 12658488, 13038848, 13039398, 13039490, 13039644, 13039768, 13039780]"
14577,"[11659034, 11659448, 11659000, 11659332, 11659626, 11659878, 12658512, 12407154, 12407730, 12371378]"
14603,"[11659860, 12407742, 13039518, 11659626, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400]"
14605,"[13039810, 12407770, 13039848, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
14606,"[12657360, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
14607,"[11237196, 11659624, 11659544, 12658404, 11659626, 11659716, 12657406, 12360438, 12407826, 11659934]"
14610,"[11659552, 11659554, 11659764, 12658298, 13039650, 13039842, 11659606, 12658252, 11460966, 11659618]"
14613,"[11407150, 11659934, 11660126, 11714462, 12407132, 12658078, 12658080, 11660136, 11660150, 11714458]"
14615,"[11659004, 11659050, 11659102, 11659106, 11659126, 11659934, 11714428, 12406882, 12407478, 12407480]"
14627,"[11659548, 11659578, 11659640, 12406900, 12407852, 12657766, 12657772, 12657776, 12657956, 12658252]"
14648,"[11659112, 12406996, 12407006, 11658946, 12407022, 12407276, 11659118, 12407526, 12657534, 12657718]"
14661,"[11659242, 12371322, 12406910, 12406918, 12657626, 12371324, 12407312, 12407308, 12658578, 11460742]"
14679,"[11659158, 11659688, 12657430, 12657442, 12657538, 12657436, 11659180, 11659402, 11481072, 11659178]"
14687,"[11659834, 11659710, 11659232, 12407836, 12407714, 12658254, 12360398, 11659688, 11659742, 12360446]"
14701,"[11659020, 11659022, 12657436, 11659804, 12658184, 11659432, 12658512, 12407154, 12407730, 12371378]"
14707,"[11407264, 11659568, 11659648, 12360418, 12407770, 11659780, 11407282, 11659618, 12322662, 12360428]"
14710,"[11659742, 12407638, 12407642, 11659688, 11659834, 12360446, 12658364, 12658494, 11659706, 12658304]"
14712,"[12407040, 12406906, 12407398, 12658342, 12407444, 12407588, 12406922, 12407390, 11460766, 12360464]"
14739,"[12658212, 11714426, 12657612, 12657618, 12658240, 12657610, 12657634, 12657622, 12658502, 11659110]"
14788,"[12360420, 12658268, 12658502, 12658432, 12973004, 12658512, 12407154, 12407730, 12371378, 11659624]"
14794,"[13039504, 12407668, 13039574, 13039530, 13039782, 11659834, 12657370, 12658304, 13039536, 11659520]"
14806,"[12406882, 12406890, 13038844, 12406880, 12407234, 12406898, 12407022, 12360380, 12407776, 11659314]"
14833,"[12407188, 12658084, 12407156, 12658062, 12947664, 11660060, 12658164, 12658512, 12407154, 12407730]"
14847,"[11407134, 11659338, 13039040, 13039052, 14122834, 13039026, 13039022, 13038990, 12407340, 13039044]"
14857,"[11659000, 11659404, 11659454, 11659456, 12407536, 12657426, 12371362, 12371360, 12406974, 12407304]"
14873,"[12396562, 12406914, 13038942, 11659236, 13038948, 13038946, 13038944, 11659578, 11659580, 11659520]"
14898,"[12371336, 12406996, 12657534, 13038916, 11659244, 11659334, 13038906, 12407010, 12407802, 12407826]"
14903,"[11360776, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
14912,"[11659554, 11659674, 11659544, 11659626, 12658342, 12658512, 12407154, 12407730, 12371378, 11659624]"
14942,"[11145702, 11360934, 11659412, 11145740, 11145744, 11145762, 11361054, 11460676, 11460746, 11659222]"
14946,"[11658950, 11659090, 12407038, 12657642, 12657644, 12657714, 12657722, 12658184, 12658348, 12658404]"
15006,"[12658384, 11659570, 11714570, 11461020, 12658372, 13039802, 12658156, 11659696, 12658334, 12658288]"
15032,"[11659050, 11659826, 12406908, 12995872, 12371378, 12407272, 12371308, 11659776, 12407492, 11659090]"
15047,"[12407028, 12657556, 13039440, 13039442, 13039448, 12407524, 13039790, 12406966, 13039458, 13039792]"
15048,"[12371308, 12407006, 12407620, 12407340, 12407376, 11659518, 11659650, 12407692, 12407272, 12657684]"
15062,"[13039792, 13039514, 13039516, 13039520, 12658410, 13039782, 13039838, 13039842, 13039848, 12657688]"
15102,"[12658380, 12658492, 12658614, 12407834, 12658242, 12658404, 12658410, 12658458, 12658480, 12658548]"
15112,"[11659918, 12407880, 13039650, 11659236, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400]"
15146,"[11714538, 11659566, 12407760, 11659626, 11659670, 11658984, 11659514, 11659654, 11659812, 12407834]"
15154,"[11361056, 12658512, 11659940, 11407168, 11407434, 11460910, 11659736, 12658398, 12658204, 12658156]"
15160,"[12658262, 12658302, 12658486, 12658260, 12658418, 12658344, 12658318, 12657378, 12658452, 12407766]"
15168,"[12657552, 12658134, 13039900, 13039894, 12658120, 12658556, 13039904, 13039906, 14121838, 11659632]"
15169,"[11659288, 11659934, 11659298, 11659422, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400]"
15172,"[12407022, 12407016, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
15184,"[11659126, 11659364, 12658512, 12407492, 11659066, 12657636, 12658518, 11603772, 12407382, 11714426]"
15195,"[11659298, 12995874, 11659236, 11360884, 11659310, 12407314, 12657692, 11603770, 11659146, 12407398]"
15199,"[13064966, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15224,"[12407154, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15226,"[12371326, 12371334, 12407304, 12407312, 12407356, 12657580, 12658524, 13038922, 13038932, 13038938]"
15230,"[12657532, 13038650, 12406936, 11659088, 11714680, 13039602, 12657396, 12696926, 13038880, 12407416]"
15235,"[12657750, 12657808, 12658560, 13039080, 12658346, 13039102, 12657560, 12657734, 12406886, 13039088]"
15238,"[11148860, 12360438, 12371372, 11145748, 12407388, 12658226, 11659562, 12406972, 11145666, 11659244]"
15261,"[11659020, 11659022, 12657436, 11659804, 12658184, 11659432, 12658512, 12407154, 12407730, 12371378]"
15265,"[12407528, 12658696, 12658102, 12371370, 12406950, 11659998, 11659692, 12657444, 11659022, 12360404]"
15269,"[11659542, 11659740, 11659862, 12322668, 12360414, 12371318, 12407648, 12407650, 12407728, 12407742]"
15288,"[12658502, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15298,"[12658422, 12658526, 12658092, 12658282, 12657436, 12657774, 12658604, 12658614, 12658104, 12658616]"
15306,"[11360760, 12407924, 11461022, 11603772, 13067402, 12407926, 12657494, 12406896, 12657630, 11237196]"
15327,"[11460928, 11659698, 12360420, 12407676, 12407678, 12407770, 12658242, 12658252, 12658268, 12658318]"
15329,"[11660068, 11660138, 11660198, 11660064, 11660246, 11660078, 11660124, 11360680, 11660236, 11660062]"
15345,"[12322660, 12657620, 12407022, 11659104, 12360424, 12657426, 11659112, 12406882, 12407016, 12696928]"
15353,"[11407140, 11659834, 12099206, 12371372, 12406888, 12407450, 12407534, 12657406, 12657426, 12658182]"
15367,"[12360448, 12371378, 12407792, 12658306, 12407650, 11659730, 12360436, 12407730, 12407790, 12360438]"
15376,"[12406886, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15384,"[11660090, 12657894, 11660076, 12407090, 12371282, 12371284, 12407066, 12407148, 12407936, 12658012]"
15391,"[11360854, 11659212, 11659220, 12658302, 11659306, 11659208, 12657384, 11714478, 12407856, 11659216]"
15392,"[12406872, 12658332, 12658556, 13039650, 13039846, 12657360, 12658340, 13039516, 12658204, 12407880]"
15399,"[12360426, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15411,"[12360404, 13650178, 13650122, 12657688, 12936616, 12936632, 11659632, 12936618, 12936788, 12936636]"
15425,"[11659022, 11659158, 11659204, 11659934, 12407248, 12407388, 12657644, 12657748, 12407402, 12657360]"
15426,"[12407774, 12658318, 13033180, 12658372, 12360424, 12407796, 12407630, 13039838, 12407632, 11360778]"
15446,"[13039848, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15466,"[12407030, 12407780, 12407926, 12658618, 12658620, 13038826, 13039080, 13038824, 11659964, 11461022]"
15498,"[11659538, 12658386, 12407644, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
15511,"[12406970, 12407934, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
15519,"[11407262, 12322648, 12657560, 12658580, 13650200, 12936758, 12936778, 12936784, 13650230, 13650188]"
15520,"[12657380, 11659932, 12657382, 12657366, 12658102, 12657378, 12407932, 12658134, 12658528, 12658246]"
15522,"[11659860, 12371374, 12407790, 12657500, 12658512, 13038648, 11461044, 12407516, 12657432, 12407390]"
15523,"[11237196, 11659190, 11659240, 11659432, 12407354, 12407382, 12407398, 12407400, 12407926, 12657500]"
15535,"[12658400, 12658446, 13039078, 13039084, 13039100, 13039092, 13039080, 13039094, 13039102, 13039088]"
15537,"[11245914, 11659570, 11659538, 12360426, 12973004, 11407204, 11237194, 12406904, 12407878, 12658466]"
15539,"[11361010, 11659154, 11407162, 11659144, 11407196, 11659158, 11407112, 11481050, 11659302, 11659422]"
15558,"[12658252, 12658262, 12658302, 12360400, 12658282, 12658288, 12658376, 12658404, 11659524, 12407814]"
15569,"[13039102, 13039094, 13039100, 13039078, 13039092, 13039076, 12658512, 12407154, 12407730, 12371378]"
15574,"[11659530, 11659918, 12371376, 12406932, 12407792, 12407832, 12657378, 12658428, 12658502, 11460978]"
15578,"[12658212, 12658502, 12657618, 12658240, 11714426, 12657572, 12658608, 12657612, 12658512, 12407154]"
15583,"[11659686, 13039490, 13039534, 13039800, 13039898, 13039468, 13039894, 13039042, 13039466, 13039548]"
15597,"[11659180, 12657684, 12657766, 12658336, 12658368, 12658436, 12658482, 12658488, 13039528, 13039618]"
15608,"[13039704, 13039526, 13039528, 13039736, 13039560, 13039574, 12657732, 13039650, 12406878, 12657356]"
15634,"[12657552, 12657732, 12658564, 12995876, 12995880, 13017340, 12657628, 12657634, 12995874, 13017338]"
15642,"[12658512, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15654,"[11360680, 11659236, 11659466, 11659884, 11659998, 12360428, 12407364, 12657554, 11659464, 11660008]"
15661,"[11659432, 11659534, 11659666, 11659690, 12407742, 13038946, 13039076, 12658144, 13038942, 13039080]"
15677,"[11360778, 11659882, 12407676, 12658406, 12658442, 12658502, 13039518, 13039780, 13039846, 12658184]"
15697,"[12360400, 11659808, 11659852, 11460756, 11659422, 12658478, 12407614, 12658512, 12407154, 12407730]"
15698,"[11407340, 12407116, 12407154, 12407158, 12407174, 12407688, 12407730, 12407152, 12407132, 11460676]"
15717,"[11659514, 11714600, 12658218, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904]"
15724,"[11659750, 11659852, 12658406, 12658446, 12658476, 12658368, 12658430, 11659018, 11659526, 11714700]"
15728,"[12407442, 12371326, 11659824, 11659022, 12406944, 12407038, 12407456, 11659988, 12658232, 12406970]"
15740,"[11144260, 11148922, 11660166, 12371322, 12406910, 12407176, 12407286, 12407304, 12407514, 12423434]"
15746,"[11659236, 12406886, 13038848, 12406898, 12407502, 12407528, 13038866, 13038850, 13039742, 12371376]"
15763,"[12322664, 12371376, 12407730, 12360444, 12407780, 12407384, 12407440, 12407800, 12658512, 12407154]"
15788,"[11659346, 11714538, 12322646, 12360444, 12371308, 12407012, 12407014, 12407728, 12407754, 12407780]"
15789,"[11659854, 12407730, 12407422, 12360400, 12360424, 12371338, 12407038, 12371374, 12407828, 11659822]"
15790,"[11659956, 12407134, 12657366, 12658620, 11659946, 12658190, 11659432, 12407346, 12407496, 12657576]"
15793,"[11659934, 11659236, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
15799,"[11659048, 12407158, 12407388, 12658048, 11660132, 12407166, 11659052, 12407154, 12657966, 12658110]"
15802,"[11714540, 12371376, 12371378, 12658306, 11360882, 11659554, 11659624, 11659886, 11659902, 12322646]"
15804,"[11659520, 12407690, 12658386, 13039566, 11659838, 13039554, 12322644, 13039614, 11659622, 12658156]"
15805,"[11660250, 12658418, 12658542, 12658600, 13653702, 11659798, 11660134, 11660102, 11714462, 12407188]"
15814,"[11148984, 12407398, 11145684, 11360906, 11145664, 12407526, 11660006, 11145748, 11659298, 12406862]"
15819,"[11660122, 13039476, 13039524, 13039840, 13039478, 13039750, 13039776, 13039474, 13039470, 13039472]"
15821,"[14122832, 13039540, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742]"
15843,"[12407392, 12995908, 12658148, 12658204, 12658098, 12658404, 12658104, 11659236, 11659966, 12406874]"
15884,"[12657720, 12657766, 13038868, 12657774, 13038858, 12658556, 11714680, 12658476, 12658418, 12995908]"
15901,"[11659586, 12407780, 12322646, 12407832, 12406930, 12658304, 11659632, 12658340, 12658398, 11659062]"
15908,"[12658080, 13038160, 12658688, 11659410, 12658306, 12407524, 13038702, 13038890, 12407030, 12407834]"
15911,"[11659138, 12657398, 11659026, 11659090, 12407416, 11659358, 11659362, 12406932, 12407324, 11659068]"
15934,"[11659566, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
15936,"[11407142, 11407382, 11659632, 11407374, 11659142, 11603772, 11603770, 12407400, 11139192, 12406950]"
16031,"[12360450, 12658342, 12360438, 11659538, 11659526, 11659518, 11659546, 11659604, 12407790, 11659666]"
16032,"[12658502, 12658512, 12407154, 12407730, 12371378, 11659624, 12407400, 12406904, 12407742, 12407398]"
16039,"[11659206, 12407038, 12407730, 12371338, 11460916, 12406894, 12371386, 12407726, 13039774, 11659854]"
16047,"[12407926, 11659232, 12658204, 12371308, 12657382, 12407492, 12696914, 12657630, 12407380, 12988622]"
16065,"[12360426, 12406906, 12407028, 12407534, 13064966, 12360452, 12407798, 12407934, 12658570, 12406870]"
16078,"[12657386, 13039518, 11659618, 12657724, 12657750, 12658202, 12658616, 12995908, 13039820, 12658406]"
16081,"[12657568, 12657564, 12657444, 12657566, 12657580, 12657582, 12371378, 12657594, 12658544, 12658550]"
16089,"[11360778, 12360428, 12322658, 11460914, 11659538, 12658318, 11460986, 12360422, 12360426, 12371378]"
16095,"[11360708, 11360716, 11460916, 12407796, 11360710, 11360966, 12360448, 11148920, 11335966, 11360862]"
16137,"[13039550, 14122832, 12407528, 13039594, 11659838, 12360438, 12407028, 12658230, 13039534, 12371328]"
16143,"[11460766, 11461004, 12407864, 11407172, 11460806, 11461008, 11360912, 11460780, 11460782, 11460784]"
